A	63	5436127	8702569	10130794	18113500	20548636	23577726	158236289	239287003	
A	64	11	12	22	25	27	32	37	41	
A	64	5241908	8766943	10282634	17714895	20269920	23518902	159538464	239841774	
A	65	11	12	22	25	27	32	37	41	
A	65	5293124	8836164	10409255	17940797	20609709	24110390	160679391	240909973	
A	66	11	12	22	25	27	32	37	41	
A	66	5668291	9146353	10698718	18860328	21445177	24832925	160116556	240427925	
A	67	11	12	22	25	27	32	37	41	
A	67	6016197	9857839	11601309	19878631	22794485	26602639	165184605	244239237	
A	68	11	12	22	25	27	32	37	41	
A	68	8342122	13183904	15397119	29449770	33072382	37781903	200053121	278491151	
A	69	11	12	22	25	27	32	37	41	
A	69	5683464	9655526	11362748	19289649	22081387	25769889	162218559	240722603	
A	70	11	12	22	25	27	32	37	41	
A	70	5970005	9675879	11316925	19696171	22376875	26172122	161661885	241316907	
A	71	11	12	22	25	27	32	37	41	
A	71	7250652	12333446	14650936	26262567	30001205	35172642	199237652	276132402	
A	72	11	12	22	25	27	32	37	41	
A	72	6118545	10071183	11884672	20230623	23088799	27240147	163454448	241795939	
A	73	11	12	22	25	27	32	37	41	
A	73	6418902	10468157	12307711	21111536	23957251	28007194	163416461	241658177	
A	74	11	12	22	25	27	32	37	41	
